,Season,Week_No,Team,Name,Nationality,Age,Minutes,Venue,Opponent,Result,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,avg_distance_def_actions_gk
31,2017-2018,2,Hertha BSC,Rune Jarstein,NOR,32,90.0,Away,Dortmund,Defeat,8,2,6,75.0,3.2,6,23,26.1,20,2,85.0,53.5,6,100.0,74.5,8,0,0.0,1,11.9
32,2017-2018,2,RB Leipzig,Péter Gulácsi,HUN,27,90.0,Home,Freiburg,Win,4,1,3,75.0,1.2,6,11,54.5,36,12,25.0,29.2,2,100.0,64.0,4,0,0.0,1,15.8
33,2017-2018,2,Freiburg,Alexander Schwolow,GER,25,90.0,Away,RB Leipzig,Defeat,11,4,7,63.6,3.8,7,24,29.2,15,2,80.0,52.3,12,100.0,71.5,7,0,0.0,0,19.2
34,2017-2018,2,Hannover 96,Philipp Tschauner,GER,31,90.0,Home,Schalke 04,Win,1,0,1,100.0,0.4,5,13,38.5,32,6,21.9,28.7,7,85.7,53.0,12,0,0.0,0,10.6
35,2017-2018,2,Schalke 04,Ralf Fährmann,GER,28,90.0,Away,Hannover 96,Defeat,3,1,2,66.7,0.7,4,18,22.2,37,2,43.2,33.8,7,28.6,34.9,5,0,0.0,1,14.6
36,2017-2018,3,Hamburger SV,Christian Mathenia,GER,25,90.0,Home,RB Leipzig,Defeat,4,2,2,50.0,1.5,6,19,31.6,13,0,76.9,58.4,9,100.0,72.0,8,0,0.0,0,9.0
37,2017-2018,3,RB Leipzig,Péter Gulácsi,HUN,27,90.0,Away,Hamburger SV,Win,2,0,2,100.0,0.5,2,12,16.7,25,3,40.0,34.6,4,50.0,39.3,5,1,20.0,1,16.4
38,2017-2018,3,Mönchengladbach,Yann Sommer,SUI,28,90.0,Home,Eintracht Frankfurt,Defeat,4,1,3,75.0,0.6,3,15,20.0,26,2,53.8,44.2,1,100.0,66.0,6,0,0.0,0,9.7
39,2017-2018,3,Eintracht Frankfurt,Lukáš Hrádecký,FIN,27,90.0,Away,Mönchengladbach,Win,3,0,3,100.0,0.2,8,20,40.0,15,3,66.7,52.5,10,100.0,70.5,12,2,16.7,2,15.7
40,2017-2018,3,Mainz 05,René Adler,GER,32,90.0,Home,Bayer Leverkusen,Win,2,1,1,50.0,0.5,2,13,15.4,18,3,55.6,44.1,4,75.0,62.3,10,0,0.0,0,13.0
41,2017-2018,3,Bayer Leverkusen,Bernd Leno,GER,25,90.0,Away,Mainz 05,Defeat,5,3,2,40.0,2.3,2,18,11.1,34,3,47.1,40.4,6,33.3,47.3,6,0,0.0,3,29.0
42,2017-2018,3,Augsburg,Marwin Hitz,SUI,29,90.0,Home,Köln,Win,3,0,3,100.0,0.2,8,21,38.1,21,2,66.7,50.4,7,100.0,64.3,14,1,7.1,0,9.2
43,2017-2018,3,Köln,Timo Horn,GER,24,90.0,Away,Augsburg,Defeat,3,3,1,33.3,2.3,7,15,46.7,22,2,50.0,44.2,7,57.1,51.0,9,1,11.1,4,31.8
44,2017-2018,3,Wolfsburg,Koen Casteels,BEL,25,90.0,Home,Hannover 96,Draw,2,1,1,50.0,1.0,11,24,45.8,24,0,87.5,51.3,4,75.0,54.8,8,1,12.5,0,10.0
45,2017-2018,3,Hannover 96,Philipp Tschauner,GER,31,90.0,Away,Wolfsburg,Draw,6,1,5,83.3,1.3,1,11,9.1,20,6,40.0,42.3,4,75.0,59.3,10,0,0.0,0,13.8
46,2017-2018,3,Freiburg,Alexander Schwolow,GER,25,90.0,Home,Dortmund,Draw,3,0,3,100.0,0.2,12,31,38.7,12,1,83.3,61.8,21,100.0,75.1,16,1,6.3,0,
47,2017-2018,3,Dortmund,Roman Bürki,SUI,26,90.0,Away,Freiburg,Draw,2,0,2,100.0,0.7,3,5,60.0,47,4,10.6,27.5,4,0.0,25.3,4,0,0.0,7,25.9
48,2017-2018,3,Hoffenheim,Oliver Baumann,GER,27,90.0,Home,Bayern Munich,Win,6,0,6,100.0,1.2,2,30,6.7,23,3,87.0,59.9,10,100.0,67.2,26,0,0.0,1,14.9
49,2017-2018,3,Bayern Munich,Manuel Neuer,GER,31,90.0,Away,Hoffenheim,Defeat,3,2,1,33.3,0.8,4,6,66.7,25,4,20.0,31.3,2,50.0,33.5,0,0,,1,12.3
50,2017-2018,3,Hertha BSC,Rune Jarstein,NOR,32,90.0,Home,Werder Bremen,Draw,5,1,4,80.0,1.8,8,27,29.6,32,8,71.9,52.4,4,100.0,71.5,11,2,18.2,0,15.8
51,2017-2018,3,Werder Bremen,Jiří Pavlenka,CZE,25,90.0,Away,Hertha BSC,Draw,4,1,3,75.0,0.7,4,12,33.3,15,4,66.7,52.0,3,66.7,50.7,11,1,9.1,0,11.8
52,2017-2018,3,Schalke 04,Ralf Fährmann,GER,28,90.0,Home,Stuttgart,Win,1,1,0,0.0,0.4,9,13,69.2,22,4,40.9,38.0,6,66.7,51.5,14,3,21.4,1,20.5
53,2017-2018,3,Stuttgart,Ron-Robert Zieler,GER,28,90.0,Away,Schalke 04,Defeat,3,3,1,33.3,1.6,4,19,21.1,32,5,40.6,37.7,7,85.7,57.4,8,0,0.0,1,24.0
54,2017-2018,4,Hannover 96,Philipp Tschauner,GER,31,90.0,Home,Hamburger SV,Win,3,0,3,100.0,1.0,6,12,50.0,22,3,40.9,38.2,5,60.0,48.4,10,0,0.0,0,9.1
55,2017-2018,4,Hamburger SV,Christian Mathenia,GER,25,90.0,Away,Hannover 96,Defeat,4,2,2,50.0,1.5,4,15,26.7,13,2,69.2,56.5,8,75.0,61.1,12,0,0.0,0,5.7
56,2017-2018,4,Bayern Munich,Manuel Neuer,GER,31,90.0,Home,Mainz 05,Win,5,0,5,100.0,0.7,10,11,90.9,29,3,37.9,34.9,3,0.0,25.0,1,0,0.0,0,16.5
57,2017-2018,4,Mainz 05,René Adler,GER,32,90.0,Away,Bayern Munich,Defeat,14,4,10,71.4,5.4,7,20,35.0,17,3,70.6,51.6,9,88.9,56.6,8,1,12.5,1,14.3
58,2017-2018,4,Werder Bremen,Jiří Pavlenka,CZE,25,90.0,Home,Schalke 04,Defeat,4,2,3,50.0,0.7,8,18,44.4,26,4,50.0,41.4,6,83.3,58.2,8,0,0.0,0,
59,2017-2018,4,Schalke 04,Ralf Fährmann,GER,28,90.0,Away,Werder Bremen,Win,2,1,1,50.0,0.6,9,24,37.5,20,3,75.0,50.8,9,100.0,66.8,12,1,8.3,1,18.8
60,2017-2018,4,Stuttgart,Ron-Robert Zieler,GER,28,90.0,Home,Wolfsburg,Win,1,0,1,100.0,0.0,6,26,23.1,23,3,73.9,49.7,9,100.0,70.3,6,0,0.0,0,11.7
61,2017-2018,4,Wolfsburg,Koen Casteels,BEL,25,90.0,Away,Stuttgart,Defeat,3,1,2,66.7,1.1,6,15,40.0,23,5,60.9,44.5,1,100.0,62.0,7,0,0.0,1,13.1
62,2017-2018,4,Eintracht Frankfurt,Lukáš Hrádecký,FIN,27,90.0,Home,Augsburg,Defeat,3,2,1,33.3,0.5,1,2,50.0,14,4,14.3,27.2,1,0.0,23.0,11,1,9.1,0,15.4
63,2017-2018,4,Augsburg,Marwin Hitz,SUI,29,90.0,Away,Eintracht Frankfurt,Win,8,1,7,87.5,2.2,12,22,54.5,21,4,61.9,49.1,11,81.8,56.5,13,1,7.7,0,12.3
64,2017-2018,4,RB Leipzig,Péter Gulácsi,HUN,27,90.0,Home,Mönchengladbach,Draw,2,2,1,50.0,2.0,4,15,26.7,26,1,34.6,35.6,6,100.0,67.0,5,0,0.0,2,25.0
65,2017-2018,4,Mönchengladbach,Yann Sommer,SUI,28,90.0,Away,RB Leipzig,Draw,3,2,1,33.3,1.1,3,7,42.9,16,3,31.3,33.0,2,100.0,61.5,7,0,0.0,1,15.8
66,2017-2018,4,Hoffenheim,Oliver Baumann,GER,27,90.0,Home,Hertha BSC,Draw,4,1,3,75.0,1.0,5,12,41.7,21,2,47.6,34.6,4,50.0,40.8,6,0,0.0,1,13.6
67,2017-2018,4,Hertha BSC,Rune Jarstein,NOR,32,90.0,Away,Hoffenheim,Draw,2,1,1,50.0,0.7,9,19,47.4,21,4,71.4,50.9,6,66.7,52.8,11,1,9.1,0,9.9
68,2017-2018,4,Bayer Leverkusen,Bernd Leno,GER,25,90.0,Home,Freiburg,Win,1,0,1,100.0,0.6,4,11,36.4,30,4,30.0,33.4,4,50.0,53.0,6,1,16.7,1,26.0
69,2017-2018,4,Freiburg,Alexander Schwolow,GER,25,90.0,Away,Bayer Leverkusen,Defeat,9,4,5,55.6,3.0,7,18,38.9,25,0,40.0,39.5,9,88.9,68.4,7,1,14.3,1,18.7
70,2017-2018,4,Dortmund,Roman Bürki,SUI,26,90.0,Home,Köln,Win,2,0,2,100.0,0.3,2,5,40.0,31,5,16.1,25.3,1,0.0,27.0,1,0,0.0,0,18.3
71,2017-2018,4,Köln,Timo Horn,GER,24,90.0,Away,Dortmund,Defeat,8,5,4,50.0,4.4,5,18,27.8,16,2,75.0,50.6,6,100.0,71.3,2,1,50.0,0,7.8
72,2017-2018,5,Mönchengladbach,Tobias Sippel,GER,29,90.0,Home,Stuttgart,Win,4,0,4,100.0,1.6,5,12,41.7,16,0,37.5,38.8,6,100.0,71.0,8,0,0.0,0,16.0
73,2017-2018,5,Stuttgart,Ron-Robert Zieler,GER,28,90.0,Away,Mönchengladbach,Defeat,2,2,1,50.0,1.4,0,10,0.0,21,3,42.9,40.5,5,20.0,37.0,9,0,0.0,2,21.0
74,2017-2018,5,Wolfsburg,Koen Casteels,BEL,25,90.0,Home,Werder Bremen,Draw,3,1,2,66.7,1.1,6,19,31.6,25,2,60.0,43.0,5,80.0,63.8,8,0,0.0,0,14.5
75,2017-2018,5,Werder Bremen,Jiří Pavlenka,CZE,25,90.0,Away,Wolfsburg,Draw,4,1,3,75.0,1.6,6,17,35.3,20,6,50.0,44.2,7,100.0,68.0,12,0,0.0,1,17.0
76,2017-2018,5,Schalke 04,Ralf Fährmann,GER,28,90.0,Home,Bayern Munich,Defeat,8,3,6,75.0,2.4,6,13,46.2,20,2,50.0,42.0,4,75.0,48.3,10,2,20.0,2,26.0
77,2017-2018,5,Bayern Munich,Sven Ulreich,GER,29,90.0,Away,Schalke 04,Win,3,0,3,100.0,0.7,3,12,25.0,31,4,32.3,31.0,4,50.0,45.5,5,0,0.0,1,12.8
78,2017-2018,5,Augsburg,Marwin Hitz,SUI,30,90.0,Home,RB Leipzig,Win,3,0,3,100.0,0.9,8,19,42.1,18,2,61.1,41.9,8,100.0,67.1,4,0,0.0,0,11.3
79,2017-2018,5,RB Leipzig,Yvon Mvogo,SUI,23,90.0,Away,Augsburg,Defeat,4,1,3,75.0,1.2,7,14,50.0,32,5,31.3,29.9,4,100.0,70.0,6,0,0.0,4,21.7
80,2017-2018,5,Köln,Timo Horn,GER,24,90.0,Home,Eintracht Frankfurt,Defeat,2,1,2,100.0,1.3,4,15,26.7,18,1,55.6,43.6,7,71.4,55.4,11,1,9.1,2,23.3
81,2017-2018,5,Eintracht Frankfurt,Lukáš Hrádecký,FIN,27,90.0,Away,Köln,Win,7,0,7,100.0,1.4,14,30,46.7,35,4,65.7,48.7,7,100.0,70.7,14,0,0.0,0,16.0
82,2017-2018,5,Hamburger SV,Christian Mathenia,GER,25,90.0,Home,Dortmund,Defeat,7,3,4,57.1,3.4,2,10,20.0,17,1,52.9,43.7,3,33.3,26.3,9,1,11.1,0,12.5
83,2017-2018,5,Dortmund,Roman Bürki,SUI,26,90.0,Away,Hamburger SV,Win,2,0,2,100.0,0.1,5,38,13.2,46,6,65.2,48.5,8,100.0,72.1,16,5,31.3,0,14.5
84,2017-2018,5,Hertha BSC,Rune Jarstein,NOR,32,90.0,Home,Bayer Leverkusen,Win,4,1,3,75.0,0.4,9,26,34.6,27,1,74.1,51.6,6,100.0,69.7,17,0,0.0,0,6.3
85,2017-2018,5,Bayer Leverkusen,Bernd Leno,GER,25,90.0,Away,Hertha BSC,Defeat,3,2,1,33.3,1.2,4,9,44.4,16,4,43.8,39.8,2,100.0,64.0,8,0,0.0,0,9.0
86,2017-2018,5,Freiburg,Alexander Schwolow,GER,25,90.0,Home,Hannover 96,Draw,3,1,2,66.7,1.3,7,26,26.9,32,3,62.5,46.1,6,100.0,70.7,6,0,0.0,0,10.5
87,2017-2018,5,Hannover 96,Philipp Tschauner,GER,31,90.0,Away,Freiburg,Draw,5,1,4,80.0,1.8,8,20,40.0,42,6,40.5,34.0,4,75.0,51.3,6,0,0.0,0,13.0
88,2017-2018,5,Mainz 05,René Adler,GER,32,90.0,Home,Hoffenheim,Defeat,5,3,2,40.0,1.8,6,13,46.2,14,1,71.4,50.4,4,75.0,62.0,4,0,0.0,1,20.5
89,2017-2018,5,Hoffenheim,Oliver Baumann,GER,27,90.0,Away,Mainz 05,Win,6,2,4,66.7,1.1,6,18,33.3,38,3,34.2,34.3,5,100.0,68.4,12,0,0.0,3,15.2
90,2017-2018,6,Bayern Munich,Sven Ulreich,GER,29,90.0,Home,Wolfsburg,Draw,4,2,2,50.0,0.9,3,6,50.0,17,2,35.3,32.9,2,0.0,26.5,4,0,0.0,1,30.0
91,2017-2018,6,Wolfsburg,Koen Casteels,BEL,25,90.0,Away,Bayern Munich,Draw,2,2,1,50.0,1.2,11,27,40.7,34,5,58.8,43.9,11,63.6,48.2,4,0,0.0,0,11.6
92,2017-2018,6,RB Leipzig,Péter Gulácsi,HUN,27,90.0,Home,Eintracht Frankfurt,Win,3,1,2,66.7,1.0,8,24,33.3,30,3,63.3,46.0,5,100.0,63.4,9,2,22.2,1,19.3
93,2017-2018,6,Eintracht Frankfurt,Lukáš Hrádecký,FIN,27,90.0,Away,RB Leipzig,Defeat,5,2,3,60.0,1.7,4,18,22.2,20,4,65.0,50.1,5,100.0,68.2,13,1,7.7,0,15.4
94,2017-2018,6,Werder Bremen,Jiří Pavlenka,CZE,25,90.0,Home,Freiburg,Draw,5,0,5,100.0,1.2,1,13,7.7,18,8,44.4,41.7,6,83.3,59.0,3,0,0.0,0,11.6
95,2017-2018,6,Freiburg,Alexander Schwolow,GER,25,90.0,Away,Werder Bremen,Draw,6,0,6,100.0,0.7,11,29,37.9,25,1,80.0,56.4,9,100.0,70.8,7,0,0.0,1,15.0
96,2017-2018,6,Hoffenheim,Oliver Baumann,GER,27,90.0,Home,Schalke 04,Win,3,0,3,100.0,0.2,7,22,31.8,34,4,44.1,39.3,10,70.0,53.5,14,2,14.3,1,16.6
97,2017-2018,6,Schalke 04,Ralf Fährmann,GER,28,90.0,Away,Hoffenheim,Defeat,6,2,4,66.7,1.6,3,5,60.0,22,3,22.7,32.5,2,0.0,21.5,4,0,0.0,0,18.0
98,2017-2018,6,Stuttgart,Ron-Robert Zieler,GER,28,90.0,Home,Augsburg,Draw,3,0,3,100.0,0.6,11,29,37.9,44,3,56.8,41.3,4,100.0,69.0,6,0,0.0,2,17.5
99,2017-2018,6,Augsburg,Marwin Hitz,SUI,30,90.0,Away,Stuttgart,Draw,3,0,3,100.0,0.3,7,15,46.7,18,4,61.1,45.0,9,44.4,42.9,6,1,16.7,1,16.0
100,2017-2018,6,Mainz 05,René Adler,GER,32,90.0,Home,Hertha BSC,Win,1,0,1,100.0,0.2,5,13,38.5,14,0,78.6,50.6,2,100.0,62.0,6,0,0.0,0,14.8
101,2017-2018,6,Hertha BSC,Rune Jarstein,NOR,32,90.0,Away,Mainz 05,Defeat,2,1,2,100.0,0.9,18,32,56.3,28,2,85.7,54.9,8,100.0,71.5,6,0,0.0,0,13.8
102,2017-2018,6,Dortmund,Roman Bürki,SUI,26,90.0,Home,Mönchengladbach,Win,5,1,4,80.0,1.9,2,5,40.0,54,5,9.3,25.6,1,0.0,29.0,3,1,33.3,1,29.7
103,2017-2018,6,Mönchengladbach,Tobias Sippel,GER,29,90.0,Away,Dortmund,Defeat,9,6,3,33.3,4.4,1,11,9.1,8,1,75.0,60.1,6,83.3,67.2,11,1,9.1,0,10.3
104,2017-2018,6,Hannover 96,Philipp Tschauner,GER,31,90.0,Home,Köln,Draw,1,0,1,100.0,0.4,3,3,100.0,15,5,13.3,24.9,4,25.0,25.0,5,0,0.0,0,16.8
105,2017-2018,6,Köln,Timo Horn,GER,24,90.0,Away,Hannover 96,Draw,1,0,1,100.0,0.2,4,22,18.2,15,1,80.0,54.0,10,100.0,74.1,16,1,6.3,0,11.0
106,2017-2018,6,Bayer Leverkusen,Bernd Leno,GER,25,90.0,Home,Hamburger SV,Win,1,0,1,100.0,0.1,8,32,25.0,30,1,83.3,56.1,7,100.0,70.1,2,0,0.0,0,13.0
107,2017-2018,6,Hamburger SV,Christian Mathenia,GER,25,90.0,Away,Bayer Leverkusen,Defeat,6,3,3,50.0,3.6,1,10,10.0,16,3,56.3,40.9,3,33.3,41.0,6,0,0.0,0,15.0
108,2017-2018,7,Schalke 04,Ralf Fährmann,GER,29,90.0,Home,Bayer Leverkusen,Draw,6,1,5,83.3,1.6,2,9,22.2,20,4,45.0,39.8,0,,,3,1,33.3,3,19.0
109,2017-2018,7,Bayer Leverkusen,Bernd Leno,GER,25,90.0,Away,Schalke 04,Draw,4,1,3,75.0,0.4,9,15,60.0,28,3,35.7,37.7,5,100.0,66.0,7,0,0.0,0,20.0
110,2017-2018,7,Augsburg,Marwin Hitz,SUI,30,90.0,Home,Dortmund,Defeat,7,2,5,71.4,2.8,4,14,28.6,16,4,75.0,51.1,3,66.7,54.3,7,1,14.3,1,13.8
111,2017-2018,7,Dortmund,Roman Bürki,SUI,26,90.0,Away,Augsburg,Win,5,1,4,80.0,2.8,6,22,27.3,38,9,36.8,37.8,9,88.9,68.1,15,2,13.3,1,13.4
112,2017-2018,7,Mönchengladbach,Yann Sommer,SUI,28,90.0,Home,Hannover 96,Win,2,1,1,50.0,1.0,6,8,75.0,22,4,18.2,26.8,6,66.7,50.0,8,1,12.5,2,20.0
113,2017-2018,7,Hannover 96,Philipp Tschauner,GER,31,90.0,Away,Mönchengladbach,Defeat,6,2,5,83.3,1.9,7,19,36.8,31,1,45.2,38.7,10,50.0,44.9,6,0,0.0,3,24.4
114,2017-2018,7,Eintracht Frankfurt,Lukáš Hrádecký,FIN,27,90.0,Home,Stuttgart,Win,5,1,4,80.0,1.3,8,17,47.1,30,4,50.0,43.2,2,100.0,70.5,11,1,9.1,1,16.9
115,2017-2018,7,Stuttgart,Ron-Robert Zieler,GER,28,90.0,Away,Eintracht Frankfurt,Defeat,6,2,4,66.7,1.6,3,18,16.7,27,4,59.3,44.3,2,100.0,58.0,17,2,11.8,2,18.4
116,2017-2018,7,Wolfsburg,Koen Casteels,BEL,25,90.0,Home,Mainz 05,Draw,3,1,2,66.7,1.1,8,22,36.4,29,2,65.5,45.7,4,75.0,52.3,3,1,33.3,0,13.0
117,2017-2018,7,Mainz 05,René Adler,GER,32,90.0,Away,Wolfsburg,Draw,2,1,1,50.0,1.3,8,15,53.3,36,2,36.1,34.6,2,100.0,66.0,11,2,18.2,1,15.5
118,2017-2018,7,Hamburger SV,Christian Mathenia,GER,25,90.0,Home,Werder Bremen,Draw,3,0,3,100.0,0.2,8,17,47.1,15,1,73.3,53.3,6,100.0,71.7,4,0,0.0,0,7.5
119,2017-2018,7,Werder Bremen,Jiří Pavlenka,CZE,25,90.0,Away,Hamburger SV,Draw,6,0,6,100.0,1.4,13,27,48.1,22,4,81.8,56.8,9,100.0,71.6,11,1,9.1,0,13.1
120,2017-2018,7,Freiburg,Alexander Schwolow,GER,25,90.0,Home,Hoffenheim,Win,5,2,4,60.0,0.7,16,24,66.7,30,4,70.0,51.5,4,75.0,56.3,11,1,9.1,0,14.2
121,2017-2018,7,Hoffenheim,Oliver Baumann,GER,27,90.0,Away,Freiburg,Defeat,6,3,3,50.0,1.2,2,11,18.2,39,9,23.1,29.2,4,50.0,48.5,9,2,22.2,2,16.8
122,2017-2018,7,Hertha BSC,Rune Jarstein,NOR,33,90.0,Home,Bayern Munich,Draw,3,2,1,33.3,0.4,6,29,20.7,22,4,77.3,56.2,12,100.0,70.5,14,1,7.1,1,13.5
123,2017-2018,7,Bayern Munich,Sven Ulreich,GER,29,90.0,Away,Hertha BSC,Draw,5,2,3,60.0,2.2,5,11,45.5,18,4,44.4,38.4,4,75.0,57.3,6,0,0.0,0,14.7
